depth, y, x
 -853, 141.81213378909302, 41.286733714031548
 -1051, 142.075805664093, 41.055175666751524
 -1573, 142.58117675784285, 40.972278084525371
 -1428, 143.06457519534271, 40.839425046189142
 -2089, 143.5260009765926, 40.789536361170505
 -3893, 143.92150878909248, 40.739610166131726
 -4192, 143.94348144534248, 40.405811007851092
 -1760, 143.41613769534263, 40.305346707289317
 -1459, 142.95471191409274, 40.271825348776424
 -834, 142.42736816409288, 40.271825348776424
 -154, 142.11975097659294, 40.221512142393372
 -132, 142.11975097659294, 39.935697999315487
 -1062, 142.75695800784277, 39.901993961922841
 -2170, 143.37219238284263, 39.750120584658724
 -4264, 143.81164550784254, 39.496252777968984
 -4676, 143.81164550784254, 39.326490515859021
 -5321, 143.94348144534248, 39.08812947957918
 -7074, 144.00939941409246, 38.591812077062485
 -2914, 143.5260009765926, 38.660475363283297
 -1434, 142.91076660159274, 38.848960181477644
 -908, 142.36145019534288, 39.071072746171382
 -356, 142.09777832034297, 38.900278716538182
 -157, 141.83410644534302, 38.831845769491423
 -72, 141.59240722659311, 38.711929670028084
 -91, 141.59240722659311, 38.626151938879055
 -110, 141.61437988284308, 38.350973175479602
 -283, 141.94396972659302, 38.299260229515248
 -844, 142.25158691409291, 38.230252258970701
 -1428, 142.6910400390928, 38.109330633204344
 -2460, 143.17443847659268, 38.005523933112421
 -5267, 143.5260009765926, 37.832185772749696
 -6189, 143.5260009765926, 37.553995925929812
 -2289, 142.99865722659274, 37.69322131001136
 -1624, 142.7349853515928, 37.762736177140191
 -565, 142.05383300784297, 37.866886081013398
 -137, 141.50451660159314, 37.866886081013398
 -28, 141.06506347659325, 37.936237693246774
 -52, 141.2188720703432, 37.606236000645893
 -253, 141.65832519534308, 37.536574423433777
 -638, 142.009887695343, 37.414509954209848
 -1541, 142.58117675784285, 37.309724669358744
 -5215, 143.06457519534271, 37.099715519022425
 -7664, 143.39416503909263, 36.853967103458309
 -5383, 142.7789306640928, 36.730795537376359
 -2666, 142.16369628909294, 36.783607599490033
 -1471, 141.81213378909302, 36.818795436603288
 -195, 141.32873535159317, 36.906694271790222
 -107, 141.06506347659325, 36.924261903154274
 -92, 140.84533691409328, 36.554492914361703
 -48, 140.75744628909331, 36.554492914361703
 -18, 140.64758300784334, 36.483858942819303
 -26, 140.64758300784334, 36.342397684973143
 -472, 140.97717285159322, 36.32469691943195
 -1342, 141.39465332034317, 36.342397684973143
 -2124, 141.81213378909302, 36.306992132397006
 -4028, 142.25158691409291, 36.253853650110933
 -7084, 142.66906738284283, 36.147468210679108
 -3919, 142.6910400390928, 35.863067774692958
 -6800, 142.44934082034285, 35.666948168155706
 -3991, 141.965942382843, 35.720483279409166
 -2379, 141.52648925784314, 35.791807506454944
 -171, 141.1529541015932, 35.827445638733835
 -30, 140.86730957034331, 35.809628571721831
 -968, 141.30676269534317, 35.613377132616222
 -2529, 141.85607910159302, 35.524012303509814
 -6508, 142.20764160159297, 35.4703455815133
 -6530, 142.40539550784288, 35.434547854218238
 -1820, 141.39465332034317, 35.32705916760144
 -201, 140.84533691409328, 35.255320525434456
 -29, 140.58166503909334, 35.30913046783608
165, 139.92248535159356, 35.255320525434456
 -1901, 139.68078613284359, 41.038604495606791
 -455, 139.92248535159356, 40.872663325882499
 -50, 140.18615722659348, 40.839425046189142
 -75, 139.87854003909356, 40.422540503249721
 -37, 139.87854003909356, 40.070348212556922
 -93, 139.81262207034356, 39.699421541595477
 -385, 139.76867675784356, 39.292488477621326
 -70, 139.81262207034356, 39.156315169981141
 -79, 139.61486816409362, 38.848960181477636
 -669, 139.28527832034371, 38.934470483829159
 -414, 139.21936035159374, 38.694782345831548
 -89, 139.21936035159374, 38.385427972594883
 -46, 139.37316894534365, 38.264764438840409
 -49, 139.24133300784371, 38.074744761007246
 -126, 138.93371582034379, 38.195723694647391
 -144, 138.71398925784385, 37.936237693246767
 -116, 138.71398925784385, 37.762736177140191
 -40, 138.64807128909388, 37.553995925929804
 -846, 138.23059082034396, 37.62364121244093
 -324, 138.20861816409399, 37.431959939988559
 -375, 138.05480957034405, 37.274763735352813
 -255, 138.05480957034405, 37.239786557575108
 -806, 137.8131103515941, 37.16978349270596
 -753, 137.8131103515941, 37.134757616682293
 -339, 137.41760253909422, 36.959385024443115
 -1144, 137.32971191409422, 37.134757616682293
 -922, 137.19787597659428, 37.099715519022418
 -935, 137.15393066409425, 36.941825487611162
 -411, 137.17590332034428, 36.818795436603274
 -25, 137.30773925784425, 36.766007618911637
 -1513, 137.68127441409413, 37.606236000645886
 -404, 137.57141113284416, 37.484285492402883
 -77, 137.35168457034425, 37.379597784214134
 -101, 137.21984863284428, 37.641042349925087
 -375, 137.61535644534416, 37.797469136435716
 -1626, 137.92297363284408, 37.69322131001136
 -1613, 137.94494628909405, 37.69322131001136
 -1643, 138.03283691409402, 37.78010469684282
 -967, 138.12072753909402, 37.9708889872106
 -1404, 138.12072753909402, 38.12661743173534
 -130, 138.38439941409396, 38.31650197743005
 -137, 138.53820800784391, 38.471493180841726
 -645, 138.80187988284382, 38.437079406350563
 -393, 139.15344238284374, 38.677630910066142
 -461, 138.77990722659385, 38.968645774638432
 -779, 138.75793457034385, 39.326490515859021
 -101, 136.84631347659436, 37.69322131001136
 -91, 136.93420410159433, 37.553995925929804
 -96, 136.60461425784442, 37.257277176592702
 -55, 136.67053222659442, 37.012039342036715
 -290, 136.3409423828445, 37.012039342036715
 -410, 136.14318847659456, 37.012039342036715
 -743, 135.83557128909462, 36.959385024443115
 -889, 135.4840087890947, 36.766007618911637
 -1719, 135.22033691409476, 36.853967103458309
 -1692, 134.95666503909484, 36.853967103458309
 -715, 134.56115722659496, 36.889122594238486
 -1979, 134.18762207034504, 36.924261903154274
 -2491, 134.27551269534501, 37.309724669358744
 -2630, 135.19836425784482, 37.449405858726159
 -2626, 135.81359863284462, 37.866886081013398
 -2496, 136.36291503909447, 38.247510397259191
 -751, 136.71447753909439, 38.12661743173534
 -1021, 137.13195800784428, 38.264764438840409
 -1354, 137.35168457034425, 38.711929670028084
 -2315, 137.32971191409422, 38.951560189057936
 -2593, 136.58264160159442, 39.224434846756552
 -2307, 136.05529785159456, 39.326490515859021
 -2611, 136.67053222659442, 39.580978850757013
 -2497, 137.26379394534422, 39.54710083250302
 -2548, 137.59338378909416, 39.411423313001116
 -2376, 138.09875488284402, 39.411423313001116
 -2517, 138.25256347659399, 39.918848054172557
 -2164, 137.26379394534422, 40.204732763596667
 -3170, 136.9781494140943, 40.606290338122349
 -2738, 136.05529785159456, 40.355597568373717
 -1403, 134.89074707034487, 40.019885503204449
 -895, 134.86877441409487, 39.64868522691868
 -2965, 134.84680175784487, 38.76334696771412
662, 133.57238769534521, 35.291197793635511
 -28, 140.91125488284328, 35.649095146775643
 -81, 140.84533691409331, 35.4703455815133
 -23, 140.55969238284339, 35.524012303509814
 -20, 140.53771972659339, 35.291197793635511
 -558, 140.38391113284342, 34.967731036745
 -1104, 140.27404785159348, 34.985735099282842
 -835, 140.12023925784348, 34.913695107825006
 -1377, 139.94445800784351, 34.805516496308698
 -448, 139.74670410159359, 34.805516496308698
 -721, 139.68078613284359, 34.877651379905608
 -711, 139.70275878909362, 35.039723532882995
 -82, 139.79064941409359, 35.075696017901969
 -142, 139.79064941409359, 35.16555786385053
 -10, 139.81262207034356, 35.255320525434456
 -11, 139.81262207034356, 35.362904640331237
 -28, 139.81262207034356, 35.4703455815133
 -17, 139.94445800784351, 35.541893242360842
 -1535, 139.37316894534365, 34.931711040105817
 -1390, 139.43908691409365, 34.931711040105817
 -825, 139.52697753909368, 35.057711756398241
 -418, 139.59289550784365, 35.057711756398241
 -389, 139.54895019534362, 35.16555786385053
 -308, 139.50500488284368, 35.219427370027375
 -550, 139.48303222659365, 35.219427370027375
 -745, 139.39514160159371, 35.219427370027375
 -716, 139.35119628909371, 35.255320525434456
 -628, 139.30725097659371, 35.255320525434456
 -184, 139.19738769534374, 35.255320525434456
 -184, 139.19738769534374, 35.25532052543445
172, 139.08752441409376, 35.147593425851589
 -399, 139.15344238284374, 35.075696017901969
 -155, 139.15344238284374, 34.967731036745
 -437, 139.19738769534374, 34.75137386334405
 -425, 139.02160644534379, 34.570642041874308
 -743, 138.71398925784385, 34.570642041874308
 -344, 138.69201660159388, 34.679128439957701
 -258, 138.69201660159388, 34.733318424861274
 -957, 138.67004394534388, 34.895675220786707
 -1427, 138.67004394534388, 34.985735099282842
 -805, 138.49426269534393, 34.841591840282554
 -503, 138.40637207034393, 34.679128439957701
 -48, 138.29650878909399, 34.552547190250138
 -63, 138.18664550784399, 34.42577307064015
18, 137.94494628909405, 34.715259040847414
 -388, 137.7911376953441, 34.53444840249842
 -109, 137.46154785159422, 34.53444840249842
 -39, 137.21984863284428, 34.516345679569248
 -30, 137.17590332034428, 34.51634567956924
93, 137.15393066409428, 34.62490297050687
38, 137.10998535159428, 34.624902970506874
 -18, 137.0660400390943, 34.697195712234837
 -29, 136.82434082034439, 34.697195712234837
 -20, 136.82434082034439, 34.787472899995706
 -21, 136.78039550784439, 34.895675220786707
 -20, 136.78039550784439, 34.913695107825006
 -30, 136.67053222659442, 34.715259040847414
 -4, 136.56066894534442, 34.62490297050687
1, 136.73645019534439, 34.516345679569248
 -11, 137.0001220703443, 34.606819932948348
 -39, 136.9781494140943, 34.443895455142609
 -730, 137.17590332034428, 34.22616771076153
 -110, 136.86828613284433, 34.207998236908416
 -562, 136.53869628909445, 34.044296790999795
 -1839, 136.42883300784445, 33.825535809390303
 -1063, 136.27502441409453, 33.825535809390303
 -1489, 136.14318847659456, 33.60621370167344
 -2053, 136.67053222659442, 33.478017381679109
 -1962, 136.80236816409436, 33.734219688799968
 -1645, 137.24182128909425, 33.661096737328613
 -1576, 137.28576660159425, 34.007875669016407
 -1333, 137.50549316409416, 34.117092120787675
 -1265, 137.50549316409416, 34.244333265861641
 -829, 137.8570556640941, 34.080702277583342
 -2790, 138.31848144534396, 34.062501489215919
 -1220, 138.71398925784385, 34.298806408848755
 -74, 139.02160644534379, 34.171647536873813
 -376, 139.59289550784365, 34.15346631266209
 -1152, 139.81262207034356, 33.953214687192201
 -886, 139.85656738284356, 33.770757819039865
 -304, 139.87854003909356, 33.551295706865922
 -260, 139.92248535159356, 33.073879596462227
 -1181, 140.07629394534348, 32.667876820562412
 -1329, 140.05432128909351, 32.389993527258326
 -3490, 141.1968994140932, 32.334313830763406
 -6757, 141.81213378909308, 32.241438190283354
 -9014, 142.31750488284294, 32.44563891941791
 -6809, 142.14172363284297, 32.686371785461567
 -8712, 142.18566894534297, 33.11069663590704
 -8842, 142.16369628909294, 33.42301792550726
 -9249, 141.965942382843, 33.715944785759376
 -9224, 141.965942382843, 34.02608818393324
 -9228, 142.009887695343, 34.335102225815163
 -7250, 141.41662597659317, 34.298806408848755
 -4594, 141.02111816409325, 34.117092120787675
 -2182, 140.69152832034334, 33.898518570891731
 -4122, 137.94494628909405, 33.11069663590704
 -3487, 138.38439941409396, 32.760313334119488
 -1145, 138.95568847659382, 32.501249975923606
 -1204, 139.54895019534362, 32.981769583263763
 -1321, 139.21936035159374, 33.184284439531218
 -1870, 139.13146972659379, 33.478017381679109
 -1418, 138.88977050784382, 33.752490700236429
 -1982, 138.62609863284388, 34.062501489215919
 -3570, 138.49426269534393, 34.22616771076153
 -4077, 137.74719238284413, 32.44563891941791
 -4024, 137.7911376953441, 31.980881172724953
 -3736, 138.34045410159396, 32.241438190283354
 -3730, 137.96691894534405, 32.723350224240392
 -3153, 137.7911376953441, 33.11069663590704
 -2003, 136.45080566409447, 33.697665992145318
 -2079, 136.69250488284436, 33.587911586364037
 -1715, 137.26379394534422, 33.807280374641195
 -1315, 137.32971191409422, 34.135281173636919
 -1842, 137.74719238284413, 33.916754511807447
 -3374, 137.83508300784408, 33.67938330899031
 -4192, 136.49475097659445, 31.94359809595303
715, 133.06701660159538, 33.551295706865922
 -106, 136.84631347659436, 37.727986899958246
 -194, 136.45080566409447, 37.641042349925087
 -194, 136.3189697265945, 37.204793141519332
 -161, 136.45080566409447, 36.889122594238486
 -653, 135.87951660159464, 36.941825487611162
 -304, 135.92346191409462, 36.483858942819303
 -133, 135.96740722659459, 36.182946086834079
 -89, 135.87951660159464, 35.791807506454944
 -104, 135.68176269534467, 35.720483279409166
 -80, 135.74768066409467, 35.649095146775643
 -372, 135.5938720703447, 36.147468210679108
 -956, 135.39611816409473, 36.660322913422384
 -1580, 135.35217285159479, 36.853967103458309
 -946, 135.06652832034484, 36.536840466750462
 -1216, 134.71496582034493, 36.39547584488713
 -1053, 134.40734863284501, 36.607426065526987
 -883, 134.8468017578449, 37.08218838882815
 -2752, 134.47326660159499, 37.466847709753445
 -1892, 133.96789550784513, 37.414509954209841
 -1869, 134.0777587890951, 36.941825487611162
 -1187, 133.77014160159518, 36.695567300242786
 -1029, 134.12170410159507, 36.501523480221621
 -682, 134.29748535159501, 36.023169256189192
 -288, 135.28625488284479, 36.005396224082979
 -202, 134.97863769534484, 35.827445638733835
 -230, 134.56115722659496, 35.827445638733835
 -520, 134.34143066409504, 35.969838138958146
 -742, 133.96789550784513, 36.289283324645574
 -795, 133.66027832034521, 36.554492914361703
 -213, 133.24279785159533, 36.607426065526987
 -154, 133.3746337890953, 36.094221296108067
 -157, 133.57238769534524, 35.845258706665462
 -62, 133.85803222659516, 35.595512141524303
 -55, 133.3746337890953, 35.631238134648207
 -75, 133.08898925784536, 35.738320329405965
 -156, 132.82531738284541, 35.987619184736559
 -539, 132.34191894534558, 35.969838138958146
 -169, 132.34191894534558, 35.506127379847918
 -136, 132.31994628909555, 35.291197793635511
 -138, 132.10021972659564, 35.129625021364596
 -145, 131.94641113284567, 35.362904640331237
 -204, 131.70471191409575, 35.702642235310975
 -237, 131.39709472659581, 35.863067774692958
 -881, 130.97961425784592, 35.827445638733835
 -136, 131.11145019534587, 35.362904640331237
 -102, 131.22131347659584, 35.039723532882995
 -99, 131.22131347659584, 34.661057224951897
 -62, 131.22131347659584, 34.4801284319879
 -89, 130.89172363284595, 34.4801284319879
 -115, 130.67199707034598, 34.787472899995706
 -138, 130.62805175784601, 35.075696017901969
 -174, 130.60607910159598, 35.380821411552404
 -788, 130.51818847659604, 35.649095146775643
 -1881, 130.82580566409595, 36.306992132397006
 -1903, 131.22131347659584, 36.253853650110933
 -1674, 131.61682128909572, 36.23613278489082
 -1426, 132.23205566409561, 36.39547584488713
 -1360, 132.31994628909555, 36.430841163187999
 -1332, 132.38586425784555, 36.607426065526987
 -329, 132.75939941409544, 36.976940512934021
 -902, 132.49572753909553, 37.379597784214148
 -2307, 131.99035644534567, 37.553995925929804
 -1174, 131.37512207034581, 37.849537968203599
 -2045, 130.78186035159595, 37.901570056184447
 -1237, 130.45227050784609, 37.449405858726159
 -2207, 130.32043457034609, 37.012039342036715
 -1593, 129.99084472659618, 37.36213560134388
 -584, 129.41955566409635, 37.641042349925087
 -54, 129.30969238284638, 37.309724669358744
 -122, 129.48547363284635, 36.88912259423848
162, 129.41955566409635, 36.783607599490033
 -104, 129.50744628909629, 36.32469691943195
 -69, 129.55139160159629, 35.720483279409166
 -123, 129.77111816409624, 35.003735203422067
 -121, 130.10070800784615, 34.805516496308698
 -102, 130.23254394534609, 34.353244247871046
 -11, 130.51818847659604, 33.898518570891731
 -31, 130.84777832034595, 34.044296790999795
 -90, 130.45227050784609, 34.207998236908416
 -95, 130.69396972659601, 34.353244247871046
 -72, 130.78186035159595, 34.189824845284505
 -57, 130.65002441409601, 34.062501489215919
 -10, 130.86975097659592, 33.953214687192201
 -11, 131.0455322265959, 33.934986550911226
 -10, 131.11145019534587, 33.770757819039865
 -14, 131.39709472659581, 33.67938330899031
 -24, 131.44104003909578, 33.898518570891731
 -24, 131.50695800784575, 33.770757819039865
 -40, 131.70471191409575, 33.916754511807447
 -48, 131.70471191409575, 33.752490700236429
 -39, 131.7926025390957, 33.642806278196332
 -51, 132.01232910159561, 33.697665992145318
 -41, 131.96838378909567, 33.862034987677085
 -59, 132.12219238284561, 33.60621370167344
 -62, 132.29797363284555, 33.587911586364037
 -25, 132.36389160159555, 33.532981944769254
 -36, 132.42980957034553, 33.642806278196332
 -20, 132.6055908203455, 33.752490700236429
 -36, 132.6055908203455, 33.84378734740889
29, 132.53967285159553, 33.98965924725119
 -35, 132.40783691409555, 34.062501489215919
 -17, 132.40783691409555, 34.13528117363691
309, 132.40783691409555, 34.22616771076153
 -16, 132.42980957034553, 34.262494901228337
 -37, 132.6715087890955, 34.080702277583342
 -37, 132.91320800784541, 34.207998236908416
 -32, 133.19885253909536, 34.22616771076153
 -23, 133.2867431640953, 34.04429679099979
537, 133.06701660159538, 33.825535809390303
 -9, 133.15490722659533, 33.971438919641294
 -17, 133.44055175784527, 34.135281173636919
 -21, 133.50646972659524, 34.044296790999795
 -25, 133.52844238284524, 34.22616771076153
 -9, 133.63830566409521, 34.353244247871046
 -37, 133.83605957034516, 34.38951651427965
102, 134.1436767578451, 34.389516514279656
 -23, 134.1436767578451, 34.443895455142609
 -2, 134.27551269534507, 34.552547190250138
 -33, 134.49523925784499, 34.606819932948348
 -23, 134.64904785159496, 34.697195712234837
 -18, 134.82482910159487, 34.642982068155142
 -37, 134.58312988284496, 34.40764675669832
 -41, 134.38537597659504, 34.353244247871046
 -30, 134.47326660159499, 34.280652615883007
 -27, 134.58312988284496, 34.280652615883007
 -23, 134.58312988284496, 34.316956279150574
 -29, 134.6929931640949, 34.40764675669832
 -14, 134.86877441409487, 34.606819932948348
 -20, 135.22033691409482, 34.53444840249842
 -12, 135.37414550784476, 34.552547190250138
 -9, 135.39611816409473, 34.606819932948348
 -18, 135.26428222659476, 34.606819932948348
 -40, 135.06652832034484, 34.425773070640155
 -20, 135.22033691409482, 34.53444840249842
 -39, 135.08850097659484, 34.462013909244845
 -56, 135.02258300784487, 34.08070227758334
4, 134.58312988284496, 34.062501489215919
 -47, 134.78088378909493, 34.02608818393324
 -66, 134.86877441409487, 33.953214687192201
 -87, 135.22033691409482, 33.715944785759376
 -152, 135.35217285159479, 33.551295706865922
 -424, 134.8028564453449, 33.551295706865922
 -29, 134.45129394534501, 33.661096737328613
 -1036, 134.45129394534501, 33.386332250445079
 -296, 134.40734863284501, 33.441354952813661
 -1998, 136.3409423828445, 33.569605587746501
 -1424, 136.51672363284445, 33.916754511807447
 -468, 136.53869628909445, 34.062501489215919
 -1128, 136.95617675784436, 33.916754511807447
 -705, 137.15393066409428, 34.22616771076153
 -1266, 137.43957519534419, 34.171647536873813
 -851, 137.61535644534416, 34.371382344348525
 -749, 137.8350830078441, 34.280652615883007
 -472, 137.8350830078441, 34.498239022414516
 -105, 138.12072753909402, 34.425773070640155
 -2543, 138.51623535159391, 34.425773070640155
 -1518, 135.5059814453447, 33.257810484837592
 -2259, 135.26428222659476, 32.926457392200554
 -4716, 135.76965332034464, 32.482716774088161
 -3896, 136.05529785159459, 32.889563373606535
 -3205, 135.35217285159479, 32.760313334119488
 -2136, 134.0997314453451, 32.44563891941791
 -1124, 133.3746337890953, 32.371437438468611
 -2136, 133.46252441409527, 32.07402259618685
 -1308, 132.53967285159553, 32.501249975923606
 -368, 132.34191894534558, 32.686371785461567
 -78, 131.88049316409567, 32.64937802683518
 -295, 131.90246582034567, 32.44563891941791
 -1604, 132.40783691409555, 32.44563891941791
 -1911, 132.38586425784555, 32.092639510977804
 -1992, 132.23205566409561, 31.794314559374524
 -2239, 132.69348144534547, 31.719582189498084
 -4869, 134.16564941409507, 31.756955916429956
 -4392, 134.9127197265949, 31.794314559374524
 -4284, 135.81359863284464, 31.831658108543269
 -4294, 136.4288330078445, 31.794314559374524
 -4248, 137.10998535159428, 31.850324219910867
 -4081, 137.54943847659416, 31.850324219910867
 -3985, 137.92297363284408, 31.999517033359293
 -3981, 137.96691894534408, 32.278599861400551
 -4042, 137.0880126953443, 32.334313830763406
 -4548, 136.3189697265945, 32.593858684055235
 -4114, 135.72570800784467, 32.760313334119488
 -4719, 135.37414550784476, 32.427094268893839
 -4836, 134.73693847659493, 32.092639510977804
 -2786, 133.90197753909513, 32.148467494055843
 -1191, 133.90197753909513, 32.538304922832189
 -1251, 134.42932128909499, 33.276182338313362
 -2323, 134.42932128909499, 32.556826665605612
 -103, 132.34191894534558, 32.852653985739998
 -65, 132.16613769534561, 33.01862513984068
 -75, 132.01232910159561, 33.221055186306877
 -72, 132.40783691409555, 33.239434767142853
 -55, 131.63879394534575, 33.29455032649423
16, 131.7926025390957, 33.239434767142853
 -62, 131.8365478515957, 33.386332250445079
 -40, 131.8145751953457, 33.624511932631378
 -28, 131.48498535159578, 33.789021044183222
 -70, 129.50744628909629, 33.569605587746501
 -89, 129.24377441409638, 33.478017381679109
 -75, 129.57336425784629, 33.624511932631378
 -44, 129.92492675784624, 33.624511932631378
 -98, 128.73840332034649, 34.316956279150574
 -100, 129.22180175784641, 35.003735203422067
 -146, 129.22180175784641, 34.841591840282554
 -95, 127.31018066409689, 33.734219688799968
 -47, 127.79357910159675, 34.244333265861641
 -46, 127.92541503909669, 34.40764675669832
 -139, 129.13391113284641, 34.661057224951897
 -145, 128.60656738284655, 33.276182338313362
 -125, 128.03527832034672, 33.31291444830611
 -99, 127.55187988284686, 33.514664302505224
 -121, 127.28820800784686, 33.184284439531218
 -90, 129.28771972659635, 33.532981944769254
 -116, 131.00158691409592, 34.787472899995706
